lender,month_start,product_type,isautoleadcreated,major_index,original_major_stage,sub_stage,Leads,Stuck%
PYFL,2.LMTD,Fresh,,13,Application submitted by user,INITIATE_SETTLEMENT_ACCOUNT_NAME_MATCH_QC_DOC_UPLOAD,6,
PIRAMAL AA,2.LMTD,Fresh,,12,Mandate done,LMS_LAN_CREATE_INITIATE,1,
TCL,2.LMTD,Fresh,,7,Selfie uploaded,INITIATE_MULTIMODE_KYC,72,
TCL,2.LMTD,Fresh,,12,Mandate done,AWAIT_LOAN_AGREEMENT_SIGNING,6,
NACL,2.LMTD,Fresh,,14,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,11,
FULLERTON_BUREAU,2.LMTD,Fresh,,13,Application submitted by user,LOAN_QC_REJECTED,12,
NACL,2.LMTD,Fresh,,8,KYC completed,BRE2_FAILURE,7,
TCL,2.LMTD,Fresh,,7,Selfie uploaded,KYC_INITIATED_SEARCH_BY_AADHAR,8,
,2.LMTD,Fresh,,4,BRE1 completed,MARKETPLACE_INPUT_REQUIRED,58310,
FULLERTON_BUREAU,2.LMTD,Fresh,,9,BRE2 completed,MAQUETTE_FRAUD_CHECK_FAILURE,15,
PIRAMAL AA,2.LMTD,Fresh,,7,Selfie uploaded,LENDER_BRE1_INIT,1,
,2.LMTD,Fresh,,2,Workable leads,BUREAU_INIT,1,
SHRIRAM,2.LMTD,Fresh,,14,Submit to LMS,LMS_SUBMIT_APPLICATION_SUCCESS,44,
KSF,2.LMTD,Fresh,,7,Selfie uploaded,KYC_EXPIRED,12,
PYFL,2.LMTD,Fresh,,7,Selfie uploaded,AWAIT_LENDER_APP_DROP,3,
PIRAMAL AA,2.LMTD,Fresh,,6,Child_Lead_Created,ML_CHILD_LEAD_CREATED,2,
SHRIRAM,2.LMTD,Fresh,,13,Application submitted by user,LOAN_APPLICATION_REJECTED,220,
FULLERTON_BUREAU,2.LMTD,Fresh,,13,Application submitted by user,QC_REJECTED,1,
FULLERTON_BUREAU,2.LMTD,Fresh,,2,Workable leads,PAN_DEDUPE_FAILED,1,
FULLERTON,2.LMTD,Fresh,,6,Child_Lead_Created,EMAIL_VERIFICATION_REQUIRED_V2,1,
,2.LMTD,Fresh,,5,Marketplace Offer Selected,OE_LEAD_CREATION_SUCCESS,41506,
SHRIRAM,2.LMTD,Fresh,,9,BRE2 completed,MAQUETTE_FRAUD_CHECK_FAILURE,34,
FULLERTON,2.LMTD,Fresh,,13,Application submitted by user,SETTLEMENT_BANK_QC_DOC_RE_UPLOAD_REQUIRED,4,
FULLERTON_BUREAU,2.LMTD,Fresh,,13,Application submitted by user,RE_SUBMIT_SETTLEMENT_BANK,1,
PYFL,2.LMTD,Fresh,,12,Mandate done,INITIATE_DISBURSAL_ACCOUNT_NAME_MATCH_QC_DOC_UPLOAD,7,
TCL,2.LMTD,Fresh,,6,Child Lead Created,AWAIT_SELFIE,228,
TCL,2.LMTD,Fresh,,11,Review submit,EMANDATE_REQUIRED,42,
,2.LMTD,Fresh,,2,Workable leads,BUREAU_PULL_FAILED,45,
PYFL,2.LMTD,Fresh,,13,Application submitted by user,DIY_FI_REQUIRED,7,
PIRAMAL,2.LMTD,Fresh,,11,Review submit,EMANDATE_REQUIRED,125,
PIRAMAL AA,2.LMTD,Fresh,,8,KYC completed,AWAIT_OFFER_ACCEPT,8,
SHRIRAM,2.LMTD,Fresh,,13,Application submitted by user,BUSINESS_APPROVAL_AWAITED,2,
KSF,2.LMTD,Fresh,,6,Child Lead Created,LENDER_PAN_DEDUP_FAILED,16,
SHRIRAM,2.LMTD,Fresh,,13,Application submitted by user,QC_REJECTED,6,
KSF,2.LMTD,Fresh,,7,Selfie uploaded,SELFIE_RE_UPLOAD,42,
TCL,2.LMTD,Fresh,,13,Application submitted by user,LMS_PDC_CHECK_INITIATE,6,
NACL,2.LMTD,Fresh,,7,Selfie uploaded,KYC_SELFIE_UPLOADED,14,
FULLERTON_BUREAU,2.LMTD,Fresh,,6,Child_Lead_Created,KYC_IN_PROGRESS,37,
KSF,2.LMTD,Fresh,,9,BRE2 completed,LENDER_KYC_VALIDATION_REJECTED,8,
PYFL,2.LMTD,Fresh,,13,Application submitted by user,DIY_FI_DOC_UPLOADED,3,
PYFL,2.LMTD,Fresh,,13,Application submitted by user,FI_ON_HOLD,18,
PYFL,2.LMTD,Fresh,,13,Application submitted by user,FI_REJECTED,4,
NACL,2.LMTD,Fresh,,14,Submit to LMS,LMS_CALLBACK_REJECTED,10,
NACL,2.LMTD,Fresh,,13,Application submitted by user,BANK_QC_DOC_RE_UPLOAD_REQUIRED,3,
KSF,2.LMTD,Fresh,,8,KYC completed,LENDER_GMV_UPLOAD_INIT,4,
FULLERTON,2.LMTD,Fresh,,10,Disbursal acc verified,BANKING_ACTION_DONE,609,
NACL,2.LMTD,Fresh,,7,Selfie uploaded,KYC_FAILED,5,
KSF,2.LMTD,Fresh,,13,Application submitted by user,FI_REJECTED,35,
NACL,2.LMTD,Fresh,,9,BRE2 completed,MAQUETTE_FRAUD_CHECK_FAILURE,12,
FULLERTON,2.LMTD,Fresh,,9,BRE2 completed,BANK_VALIDATION_PENDING,84,
TCL,2.LMTD,Fresh,,14,Submit to LMS,LOAN_DISBURSEMENT_INITIATED,4,
PYFL,2.LMTD,Fresh,,13,Application submitted by user,QC_REJECTED,4,
KSF,2.LMTD,Fresh,,13,Application submitted by user,LENDER_DOC_UPLOAD_IN_PROGRESS_KFS_LETTER,4,
PIRAMAL,2.LMTD,Fresh,,13,Application submitted by user,LOAN_QC_REJECTED,96,
PYFL,2.LMTD,Fresh,,8,KYC completed,LENDER_BRE_INITIATED,1,
PIRAMAL,2.LMTD,Fresh,,13,Application submitted by user,QC_REJECTED,3,
KSF,2.LMTD,Fresh,,15,Disbursed,LOAN_DISBURSEMENT_COMPLETED,6171,
PIRAMAL,2.LMTD,Fresh,,9,BRE2 completed,MAQUETTE_FRAUD_CHECK_FAILURE,34,
FULLERTON,2.LMTD,Fresh,,15,Disbursed,BUSINESS_PROOF_QC_ACTION_PENDING,357,
SHRIRAM,2.LMTD,Fresh,,9,BRE2 completed,BANK_VALIDATION_PENDING,38,
